,match id,dataset_type,win_pred_team_id,win_pred_score,win_ratio,inning_runs/ball,team_bat_avg,team_f_1,team1_to_team2_average_boundaries_to_balls_bowled_ratio,team_f_2,team_winp_last5,team1_winp_team2_last15,team_count_50runs_last15,toss_winner_01,train_algorithm,is_ensemble,train_hps_trees,train_hps_depth,train_hps_lr
271,9331181,train,12634,0.7322873,0.8105263157894737,0.9547619334899586,0.7685671518246956,0.9995623827880455,1.877817952,0.9415894622532556,0.6721311475409836,100.0,1.6666666666666667,1,XGBoost,no,280,14,0.18
272,8797060,train,20,0.65238404,1.3106382978723403,1.1228080193983694,1.0226143017252425,1.1123477908726698,0.78629171,0.9841779491436856,1.9523809523809523,50.0,1.2857142857142858,1,XGBoost,no,280,14,0.18
273,9433269,train,8987,0.6538719,0.7523719165085389,0.9513812078717356,1.0828835901492004,0.8426911107031089,0.766958941,0.7711344543047906,0.6721311475409836,0.0,0.8571428571428571,1,XGBoost,no,280,14,0.18
274,9587073,train,36084,0.57862675,1.215277777777778,0.9985786782472612,1.197582392457132,0.8948449478437183,0.925842415,1.1311657376323252,1.975609756097561,50.0,2.1666666666666665,0,XGBoost,no,280,14,0.18
275,9516457,train,48341,0.6195375,0.676923077,0.9609493670886076,0.8317956238105266,0.9979707111343648,1.131417768,0.9816015432541754,1.3278688524590163,0.0,0.8181818181818182,1,XGBoost,no,280,14,0.18
276,9457412,train,40424,0.5766583,0.9375,0.9769498240063842,0.8710973578845197,0.980248163,0.610353045,1.207097588622419,1.0,50.0,1.0,1,XGBoost,no,280,14,0.18
277,9292548,train,55,0.64320654,0.7608825283243889,0.9607748335196664,0.9140495222552976,0.9965288019847665,0.869690773,0.7972106485178226,1.4878048780487805,50.0,0.7,1,XGBoost,no,280,14,0.18
278,9271758,train,47501,0.51099205,1.3333333333333337,1.1381173409200167,1.1468623485740117,1.0749493278847304,1.146313027,1.1657898155670976,1.4878048780487805,40.0,0.9090909090909092,0,XGBoost,no,280,14,0.18
279,9331048,train,14860,0.51265943,1.0714285714285716,0.859089122,0.567208744,0.9296197931949844,1.004021098,1.0,0.5061728395061729,0.0,0.2727272727272727,1,XGBoost,no,280,14,0.18
280,9123162,train,55,0.74412715,0.5440900562851781,0.9121830939783802,0.7118773362706081,1.0139181020133017,0.738615752,0.8996736895015678,0.5061728395061729,0.0,0.3478260869565217,1,XGBoost,no,280,14,0.18
281,9516415,train,30414,0.64657885,0.8999999999999999,0.9877989346812966,0.8992769769444071,1.0485716704428667,1.529065542,0.9246342896200028,1.0,33.33,0.7894736842105263,1,XGBoost,no,280,14,0.18
282,9592470,train,30435,0.6071885,0.8636363636363636,1.0605614288031004,1.2645860357525565,1.0608179873032535,0.728491028,1.084749397511011,1.975609756097561,0.0,1.3333333333333333,0,XGBoost,no,280,14,0.18
283,9128510,train,30400,0.5875442,1.2096774193548387,1.0019654024202065,1.174037263854646,1.0074322720360127,1.170782581,1.2632177253467822,1.4878048780487805,100.0,1.7142857142857142,1,XGBoost,no,280,14,0.18
284,9085222,train,8987,0.68233466,0.9880647911338448,0.9572277708847649,0.9968248590975128,0.8105911197217022,1.029364192,0.8102754115120553,2.9047619047619047,33.33,0.9090909090909092,0,XGBoost,no,280,14,0.18
285,9085320,train,8917,0.5046579,1.0252100840336136,1.108438236522863,0.8742848448460722,1.0507075900029308,0.990194135,0.8721147414366505,1.0,100.0,0.6666666666666666,1,XGBoost,no,280,14,0.18
286,9516632,train,30393,0.72297007,1.072100313479624,1.0782648533541472,1.1042250543500698,1.024740971264862,0.891776274,1.2973873743076805,1.4878048780487805,100.0,1.125,0,XGBoost,no,280,14,0.18
287,9272689,train,33956,0.77141833,1.842105263157895,1.0506007012808414,1.3588891963917904,1.0280782185679789,0.981209242,0.9458136513261336,4.809523809523809,75.0,1.4444444444444444,1,XGBoost,no,280,14,0.18
288,9639125,train,188,0.5893711,1.0708812260536398,1.0462417227111458,1.0880478436998453,1.0555252504960944,0.993974848,1.1346104949439442,0.3442622950819672,50.0,0.4666666666666667,1,XGBoost,no,280,14,0.18
289,9433696,train,7727,0.77027464,0.8225616921269095,1.047889044776583,0.9016911201852044,0.8853245983957656,1.102124431,0.8872615727443892,1.0,25.0,1.0666666666666669,1,XGBoost,no,280,14,0.18
290,9657059,train,251,0.8998182,0.0,0.5818375977435318,0.3148679245283018,0.5574229214021171,1.457053453,0.7304029267337936,0.012345679,0.0,0.3333333333333333,0,XGBoost,no,280,14,0.18
291,9457468,train,40298,0.8851514,0.4615384615384615,0.9520863047342446,0.827939322,0.8772564845333312,1.208850276,0.7458736950802302,1.4878048780487805,0.0,0.6153846153846154,0,XGBoost,no,280,14,0.18
292,9866373,train,18570,0.8509372,0.3124999999999999,0.875535218,1.3390104368873343,1.056598497666357,1.614735159,0.9670470791687258,1.4878048780487805,0.0,1.4,0,XGBoost,no,280,14,0.18
293,9680264,train,47508,0.7238223,1.9047619047619049,1.0111873225067023,1.023623907132762,0.9981701586375994,0.785659247,1.1296507702097789,3.857142857142857,80.0,1.125,0,XGBoost,no,280,14,0.18
294,9352356,train,20,0.57960355,0.9929078014184396,1.1440011652062043,1.1033998888288368,1.018057263,0.834876915,0.9721703282703488,1.0,50.0,1.15,0,XGBoost,no,280,14,0.18
295,9433598,train,8917,0.5737628,0.9754098360655736,1.0026969765757583,1.0220461818305528,0.9553006425175012,1.094527713,1.3964597192960089,0.7530864197530864,0.0,0.8666666666666667,0,XGBoost,no,280,14,0.18
